Accession	Protein_id	Product_name	Note	Codon_start
AE006468	AAL21042.1	putative inner membrane protein		1
AE006468	AAL21043.1	putative diacylglycerol kinase catalytic domain containing protein	similar to E. coli orf, hypothetical protein (AAC75147.1); Blastp hit to AAC75147.1 (299 aa), 85% identity in aa 1 - 299	1
AE006468	AAL21044.1	3-oxoacyl-[acyl-carrier-protein] synthase I	similar to E. coli orf, hypothetical protein (AAC75158.1); Blastp hit to AAC75158.1 (374 aa), 96% identity in aa 25 - 374	1
AE006468	AAL21045.1	putative MFS family transport protein	similar to E. coli putative nucleoside permease protein (AAC75159.1); Blastp hit to AAC75159.1 (425 aa), 94% identity in aa 1 - 425	1
AE006468	AAL21046.1	putative glycohydrolase	similar to E. coli orf, hypothetical protein (AAC75160.1); Blastp hit to AAC75160.1 (334 aa), 83% identity in aa 1 - 334	1
AE006468	AAL21047.1	putative sugar kinase	similar to E. coli putative kinase (AAC75161.1); Blastp hit to AAC75161.1 (321 aa), 76% identity in aa 1 - 321	1
AE006468	AAL21048.1	putative gntR family regulatory protein	similar to E. coli putative transcriptional regulator (AAC75162.1); Blastp hit to AAC75162.1 (248 aa), 92% identity in aa 1 - 248	1
AE006468	AAL21049.1	hydroxy-phosphomethylpyrimidine kinase (HMP-P kinase)	bifunctional enzyme; phosphomethylpyrimidine kinase. (SW:THID_SALTY); hydroxy-methylpyrimidine kinase (HMP kinase)	1
AE006468	AAL21050.1	hydoxyethylthiazole kinase (THZ kinase)	(SW:THIM_SALTY)	1
AE006468	AAL21051.1	putative periplasmic protein	similar to E. coli orf, hypothetical protein (AAC75168.1); Blastp hit to AAC75168.1 (172 aa), 80% identity in aa 63 - 172	1
AE006468	AAL21052.1	putative outer membrane lipoprotein	similar to E. coli putative type-1 fimbrial protein (AAC75169.1); Blastp hit to AAC75169.1 (344 aa), 50% identity in aa 3 - 344	1
AE006468	AAL21053.1	putative outer membrane protein	similar to E. coli putative outer membrane protein (AAC75170.1); Blastp hit to AAC75170.1 (826 aa), 74% identity in aa 1 - 826	1
AE006468	AAL21054.1	putative periplasmic chaperone protein	similar to E. coli putative chaperone (AAC75171.1); Blastp hit to AAC75171.1 (239 aa), 64% identity in aa 16 - 239	1
AE006468	AAL21055.1	putative fimbrial-like protein	similar to E. coli putative fimbrial-like protein (AAC75172.1); Blastp hit to AAC75172.1 (180 aa), 33% identity in aa 1 - 180	1
AE006468	AAL21056.1	putative outer membrane protein	similar to E. coli orf, hypothetical protein (AAC75173.1); Blastp hit to AAC75173.1 (93 aa), 48% identity in aa 1 - 93	1
AE006468	AAL21057.1	putative ATP-binding protein	similar to E. coli putative ATPase (AAC75174.1); Blastp hit to AAC75174.1 (379 aa), 96% identity in aa 11 - 379	1
AE006468	AAL21058.1	methionine tRNA synthetase	similar to E. coli methionine tRNA synthetase (AAC75175.1); Blastp hit to AAC75175.1 (677 aa), 95% identity in aa 1 - 677	1
AE006468	AAL21059.1	putative lipoprotein	similar to E. coli orf, hypothetical protein (AAC75184.1); Blastp hit to AAC75184.1 (157 aa), 72% identity in aa 5 - 157	1
AE006468	AAL21060.1	putative 16.9 kd lipoprotein precursor		1
AE006468	AAL21061.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC75185.1); Blastp hit to AAC75185.1 (156 aa), 90% identity in aa 1 - 155	1
AE006468	AAL21062.1	putative regulator	similar to E. coli orf, hypothetical protein (AAC75186.1); Blastp hit to AAC75186.1 (244 aa), 94% identity in aa 6 - 244	1
AE006468	AAL21063.1	putative sensor/kinase in regulatory system	similar to E. coli putative 2-component sensor protein (AAC75187.1); Blastp hit to AAC75187.1 (561 aa), 91% identity in aa 1 - 561	1
AE006468	AAL21064.1	putative transcriptional repressor (MerR family)	similar to E. coli putative transcriptional regulator (AAC75188.1); Blastp hit to AAC75188.1 (243 aa), 85% identity in aa 1 - 243	1
AE006468	AAL21065.1	putative inner membrane protein	hypothetical protein	1
AE006468	AAL21066.1	putative ABC-type proline/glycine betaine transport system, permease component	similar to E. coli putative transport system permease protein (AAC75189.1); Blastp hit to AAC75189.1 (243 aa), 84% identity in aa 1 - 243	1
AE006468	AAL21067.1	putative ABC-type proline/glycine betaine transport system, ATPase component	similar to E. coli putative ATP-binding component of a transport system (AAC75190.1); Blastp hit to AAC75190.1 (308 aa), 87% identity in aa 1 - 307	1
AE006468	AAL21068.1	putative ABC-type proline/glycine betaine transport system, permease component	similar to E. coli putative transport system permease protein (AAC75191.1); Blastp hit to AAC75191.1 (385 aa), 76% identity in aa 6 - 385	1
AE006468	AAL21069.1	putative ABC superfamily transport protein (bind_prot)	possibly glycine betaine choline transport for osmoprotection; similar to E. coli putative transport system permease protein (AAC75192.1); Blastp hit to AAC75192.1 (305 aa), 88% identity in aa 1 - 305	1
AE006468	AAL21070.1	periplasmic beta-D-glucoside glucohydrolase	periplasmic beta-glucosidase precursor. (SW:BGLX_SALTY)	1
AE006468	AAL21071.1	NADH independent D-lactate dehydrogenase	similar to E. coli D-lactate dehydrogenase, FAD protein, NADH independent (AAC75194.1); Blastp hit to AAC75194.1 (571 aa), 91% identity in aa 1 - 569	1
AE006468	AAL21072.1	D-alanyl-D-alanine endopeptidase	penicillin-binding protein 7 and penicillin-binding protein 8; similar to E. coli penicillin-binding protein 7 (AAC75195.1); Blastp hit to AAC75195.1 (313 aa), 92% identity in aa 4 - 313	1
AE006468	AAL21073.1	putative transport protein	similar to E. coli orf, hypothetical protein (AAC75196.1); Blastp hit to AAC75196.1 (203 aa), 91% identity in aa 9 - 203	1
AE006468	AAL21074.1	putative DedA family, membrane protein	similar to E. coli orf, hypothetical protein (AAC75197.1); Blastp hit to AAC75197.1 (204 aa), 81% identity in aa 13 - 197	1
AE006468	AAL21075.1	putative oxidoreductase	similar to E. coli putative oxidoreductase (AAC75198.1); Blastp hit to AAC75198.1 (253 aa), 80% identity in aa 1 - 251	1
AE006468	AAL21076.1	putative outer membrane efflux protein	similar to E. coli putative channel/filament proteins (AAC75199.1); Blastp hit to AAC75199.1 (398 aa), 85% identity in aa 1 - 396	1
AE006468	AAL21077.1	putative cytoplasmic protein	hypothetical protein	1
AE006468	AAL21078.1	putative nitrogen regulation protein	similar to E. coli putative regulator protein (AAC75201.1); Blastp hit to AAC75201.1 (315 aa), 89% identity in aa 1 - 312	1
AE006468	AAL21079.1	putative monooxygenase	similar to E. coli 3-(3-hydroxyphenyl)propionate hydroxylase (AAC73450.1); Blastp hit to AAC73450.1 (554 aa), 25% identity in aa 12 - 342	1
AE006468	AAL21080.1	putative glutathione S-transferase	similar to E. coli regulator of transcription; stringent starvation protein A (AAC76261.1); Blastp hit to AAC76261.1 (212 aa), 28% identity in aa 11 - 206	1
AE006468	AAL21081.1	putative flutathione S-transferase	similar to E. coli putative isomerase (AAC74264.1); Blastp hit to AAC74264.1 (219 aa), 38% identity in aa 14 - 211	1
AE006468	AAL21082.1	putative 1,2-dioxygenase protein		1
AE006468	AAL21083.1	putative sugar transporter	similar to E. coli putative transport protein (AAC73456.1); Blastp hit to AAC73456.1 (418 aa), 43% identity in aa 35 - 207, 40% identity in aa 220 - 380, 27% identity in aa 62 - 200	1
AE006468	AAL21084.1	putative LysR family transcriptional regulator	similar to E. coli putative transcriptional regulator LYSR-type (AAC74504.1); Blastp hit to AAC74504.1 (354 aa), 28% identity in aa 54 - 336	1
AE006468	AAL21085.1	putative effector of murein hydrolase LrgA	similar to E. coli orf, hypothetical protein (AAC75202.1); Blastp hit to AAC75202.1 (132 aa), 91% identity in aa 1 - 132	1
AE006468	AAL21086.1	putative transmembrane protein	similar to E. coli putative seritonin transporter (AAC75203.1); Blastp hit to AAC75203.1 (231 aa), 90% identity in aa 1 - 230	1
AE006468	AAL21087.1	cytidine/deoxycytidine deaminase	similar to E. coli cytidine/deoxycytidine deaminase (AAC75204.1); Blastp hit to AAC75204.1 (294 aa), 87% identity in aa 1 - 293	1
AE006468	AAL21088.1	vancomycin sensitivity protein	similar to E. coli vancomycin sensitivity (AAC75205.1); Blastp hit to AAC75205.1 (239 aa), 93% identity in aa 1 - 239	1
AE006468	AAL21089.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC75206.1); Blastp hit to AAC75206.1 (79 aa), 59% identity in aa 1 - 79	1
AE006468	AAL21090.1	putative NADPH-dependent glutamate synthase beta chain or related oxidoreductase	similar to E. coli putative oxidoreductase (AAC75207.1); Blastp hit to AAC75207.1 (412 aa), 84% identity in aa 1 - 412	1
AE006468	AAL21091.1	putative dihydropyrimidine dehydrogenase	similar to E. coli putative oxidoreductase (AAC75208.1); Blastp hit to AAC75208.1 (413 aa), 93% identity in aa 3 - 413	1
AE006468	AAL21092.1	methyl-galactoside transport protein	ABC superfamily (membrane); galactoside transport system permease protein MGLC. (SW:MGLC_SALTY)	1
AE006468	AAL21093.1	galactose (methyl-galactoside) transport protein	ABC superfamily (atp_bind); galactoside transport ATP-binding protein MGLA. (SW:MGLA_SALTY)	1
AE006468	AAL21094.1	galactose transport protein	ABC superfamily (peri_perm); D-galactose-binding periplasmic protein precursor (GDP) (D-galactose/D-glucose binding protein) (GGBP). (SW:DGAL_SALTY)	1
AE006468	AAL21095.1	GalR/LacI family transcriptional repressor of mgl operon	similar to E. coli mgl repressor, galactose operon inducer (AAC75212.1); Blastp hit to AAC75212.1 (346 aa), 88% identity in aa 1 - 340	1
AE006468	AAL21096.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC75213.1); Blastp hit to AAC75213.1 (385 aa), 84% identity in aa 1 - 377	1
AE006468	AAL21097.1	GTP cyclohydrolase I	similar to E. coli GTP cyclohydrolase I (AAC75214.1); Blastp hit to AAC75214.1 (222 aa), 96% identity in aa 1 - 221	1
AE006468	AAL21098.2	putative esterase	similar to E. coli putative esterase. (AAC75215.1); Blastp hit to AAC75215.1 (278 aa), 86% identity in aa 1 - 241	1
AE006468	AAL21099.1	putative transcriptional regulator		1
AE006468	AAL21100.1	putative D-serine dehydratase	similar to E. coli L-serine deaminase (AAC74884.1); Blastp hit to AAC74884.1 (454 aa), 48% identity in aa 1 - 452	1
AE006468	AAL21101.1	putative phosphoserine phosphatase	similar to E. coli 3-phosphoserine phosphatase (AAC77341.1); Blastp hit to AAC77341.1 (322 aa), 39% identity in aa 111 - 305	1
AE006468	AAL21102.1	putative regulatory protein	similar to E. coli regulator of uhpT (AAC76690.1); Blastp hit to AAC76690.1 (440 aa), 39% identity in aa 5 - 428	1
AE006468	AAL21103.1	outer membrane porin	receptor for colicin I; requires TonB; similar to E. coli outer membrane receptor for iron-regulated colicin I receptor; porin; requires tonB gene product (AAC75216.1); Blastp hit to AAC75216.1 (663 aa), 88% identity in aa 1 - 663	1
AE006468	AAL21104.1	APC family lysine-specific permease	similar to E. coli lysine-specific permease (AAC75217.1); Blastp hit to AAC75217.1 (489 aa), 94% identity in aa 1 - 489	1
AE006468	AAL21105.1	putative LysR family transcriptional regulator	similar to E. coli putative transcriptional regulator LYSR-type (AAC75218.1); Blastp hit to AAC75218.1 (293 aa), 91% identity in aa 1 - 287	1
AE006468	AAL21106.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC75219.1); Blastp hit to AAC75219.1 (349 aa), 88% identity in aa 1 - 349	1
AE006468	AAL21107.1	endonuclease IV	similar to E. coli endonuclease IV (AAC75220.1); Blastp hit to AAC75220.1 (285 aa), 88% identity in aa 1 - 285	1
AE006468	AAL21108.1	fructose-specific transport protein	Sugar Specific PTS system; similar to E. coli PTS system, fructose-specific transport protein (AAC75228.1); Blastp hit to AAC75228.1 (563 aa), 92% identity in aa 1 - 563	1
AE006468	AAL21109.1	fructose-1-phosphate kinase	similar to E. coli fructose-1-phosphate kinase (AAC75229.1); Blastp hit to AAC75229.1 (312 aa), 98% identity in aa 1 - 312	1
AE006468	AAL21110.1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	PTS system, fructose-specific IIA/FPRr component (EIIA-FRU) (fructose-permease IIA/HPR component) (phosphotransferase enzyme II, A/HPR component). (SW:PTFA_SALTY)	1
AE006468	AAL21111.1	proton efflux pump	sugar efflux transporter B. (SW:SETB_SALTY)	1
AE006468	AAL21112.1	putative inner membrane protein		1
AE006468	AAL21113.1	putative inner membrane protein	hypothetical protein	1
AE006468	AAL21114.1	putative elongation factor	similar to E. coli putative elongation factor (AAC75232.1); Blastp hit to AAC75232.1 (275 aa), 83% identity in aa 8 - 275	1
AE006468	AAL21115.1	putative cobalamin synthesis protein	similar to E. coli orf, hypothetical protein (AAC75234.1); Blastp hit to AAC75234.1 (328 aa), 87% identity in aa 1 - 328	1
AE006468	AAL21116.1	putative permease	similar to E. coli orf, hypothetical protein (AAC75235.1); Blastp hit to AAC75235.1 (249 aa), 83% identity in aa 20 - 249	1
AE006468	AAL21117.1	putative lipoprotein	suppresses thermosensitivity of prc mutants at low osmolality; similar to E. coli putative lipoprotein (AAC75236.1); Blastp hit to AAC75236.1 (188 aa), 92% identity in aa 1 - 188	1
AE006468	AAL21118.1	putative membrane protein involved in resistance to lambda and N4 phages	similar to E. coli orf, hypothetical protein (AAC75237.1); Blastp hit to AAC75237.1 (518 aa), 70% identity in aa 1 - 518	1
AE006468	AAL21119.1	putative ABC transporter periplasmic binding protein	similar to E. coli orf, hypothetical protein (AAC75238.1); Blastp hit to AAC75238.1 (606 aa), 86% identity in aa 3 - 603	1
AE006468	AAL21120.1	putative ABC-type dipeptide/oligopeptide/nickel transport systems, permease component	similar to E. coli putative transport system permease protein (AAC75239.1); Blastp hit to AAC75239.1 (364 aa), 96% identity in aa 1 - 364	1
AE006468	AAL21121.1	putative ABC-type dipeptide/oligopeptide/nickel transport systems, permease component	similar to E. coli putative transport system permease protein (AAC75240.1); Blastp hit to AAC75240.1 (341 aa), 91% identity in aa 1 - 341	1
AE006468	AAL21122.1	putative ATPase component of ABC-type transport system	contains duplicated ATPase domain; similar to E. coli putative ATP-binding component of a transport system (AAC75241.1); Blastp hit to AAC75241.1 (529 aa), 86% identity in aa 1 - 529	1
AE006468	AAL21123.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC75242.1); Blastp hit to AAC75242.1 (114 aa), 90% identity in aa 1 - 114	1
AE006468	AAL21124.1	bicyclomycin resistance protein	MFS family multidrug transport protein; similar to E. coli bicyclomycin resistance protein; transmembrane protein (AAC75243.1); Blastp hit to AAC75243.1 (396 aa), 93% identity in aa 1 - 396	1
AE006468	AAL21125.1	16S rRNA pseudouridylate 516 synthase	similar to E. coli 16S pseudouridylate 516 synthase (AAC75244.1); Blastp hit to AAC75244.1 (231 aa), 94% identity in aa 1 - 230	1
AE006468	AAL21126.1	putative ATP-dependent helicase	similar to E. coli putative ATP-dependent helicase (AAC75245.1); Blastp hit to AAC75245.1 (586 aa), 95% identity in aa 1 - 586	1
AE006468	AAL21127.1	50S ribosomal subunit protein L25	similar to E. coli 50S ribosomal subunit protein L25 (AAC75246.1); Blastp hit to AAC75246.1 (94 aa), 91% identity in aa 1 - 94	1
AE006468	AAL21128.1	putative inner membrane protein		1
AE006468	AAL21129.1	nucleotide associated protein	present in spermidine nucleoids; similar to E. coli orf, hypothetical protein (AAC75247.1); Blastp hit to AAC75247.1 (335 aa), 96% identity in aa 1 - 334	1
AE006468	AAL21130.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC75248.1); Blastp hit to AAC75248.1 (75 aa), 90% identity in aa 1 - 75	1
AE006468	AAL21131.1	putative hydrolase of alkaline phosphatase superfamily	hypothetical protein in rplY-proL intergenic region. (SW:YEJM_SALTY)	1
AE006468	AAL21132.1	putative peptidase	similar to E. coli SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC (AAC74267.1); Blastp hit to AAC74267.1 (139 aa), 38% identity in aa 22 - 139	1
AE006468	AAL21133.1	ssrB-regulated factor	similar to msgA; virulence protein msga (SW:MSGA_SALTY)	1
AE006468	AAL21134.1	acetylation of the O-antigen (LPS)	O-antigen five:	1
AE006468	AAL21135.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC75413.1); Blastp hit to AAC75413.1 (146 aa), 46% identity in aa 5 - 146	1
AE006468	AAL21136.1	putative tail fiber assembly protein		1
AE006468	AAL21137.1	putative phage protein	similar to E. coli orf, hypothetical protein (AAC74238.1); Blastp hit to AAC74238.1 (209 aa), 62% identity in aa 1 - 74	1
AE006468	AAL21138.1	putative phage protein		1
AE006468	AAL21139.1	putative inner membrane protein		1
AE006468	AAL21140.1	putative phage protein		1
AE006468	AAL21141.1	putative phage protein	similar to antiterminator protein Q of phage P5; similar to E. coli orf, hypothetical protein (AAC73652.1); Blastp hit to AAC73652.1 (127 aa), 47% identity in aa 1 - 121	1
AE006468	AAL21142.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC74633.1); Blastp hit to AAC74633.1 (362 aa), 84% identity in aa 251 - 362, 43% identity in aa 14 - 238	1
AE006468	AAL21143.1	Leucine-rich repeat protein	induced by the SPI-2 regulator ssrA/B	1
AE006468	AAL21144.1	putative tail fiber protein of phage	hypothetical protein	1
AE006468	AAL21145.1	putative tail fiber protein of phage	similar to E. coli putative membrane protein (AAC74454.1); Blastp hit to AAC74454.1 (1122 aa), 60% identity in aa 458 - 505, 24% identity in aa 369 - 530	1
AE006468	AAL21146.1	virulence protein MsgA-like protein	virulence protein msga (SW:MSGA_SALTY)	1
AE006468	AAL21147.1	putative outer membrane protein		1
AE006468	AAL21148.1	response regulator in two-component regulatory system with NarQ (or NarX)	similar to E. coli nitrate/nitrite response regulator (sensor NarQ) (AAC75253.1); Blastp hit to AAC75253.1 (215 aa), 88% identity in aa 1 - 215	1
AE006468	AAL21149.1	putative heme lyase subunit	cytochrome c-type biogenesis; similar to E. coli possible subunit of heme lyase (AAC75254.1); Blastp hit to AAC75254.1 (350 aa), 73% identity in aa 1 - 342	1
AE006468	AAL21150.1	heme lyase/disulfide oxidoreductase	cytochrome c-type biogenesis; similar to E. coli disulfide oxidoreductase (in biogenesis of cytochrome c? (AAC75255.1); Blastp hit to AAC75255.1 (185 aa), 87% identity in aa 1 - 185	1
AE006468	AAL21151.1	cytochrome c-type biogenesis protein	similar to E. coli cytochrome c-type biogenesis protein (AAC75256.1); Blastp hit to AAC75256.1 (647 aa), 85% identity in aa 1 - 646	1
AE006468	AAL21152.1	periplasmic heme-dependent peroxidase	cytochrome c-type biogenesis protein; similar to E. coli cytochrome c biogenesis, possible subunit of a heme lyase (AAC75257.1); Blastp hit to AAC75257.1 (159 aa), 82% identity in aa 1 - 159	1
AE006468	AAL21153.1	heme exporter protein C	cytochrome c-type biogenesis protein; similar to E. coli heme exporter protein C (AAC75258.1); Blastp hit to AAC75258.1 (69 aa), 77% identity in aa 1 - 69	1
AE006468	AAL21154.1	heme exporter protein	ABC superfamily (membrane); cytochrome c-type biogenesis protein; similar to E. coli heme exporter protein C (AAC75259.1); Blastp hit to AAC75259.1 (245 aa), 86% identity in aa 1 - 245	1
AE006468	AAL21155.1	ABC superfamily (membrane) heme exporter protein	cytochrome c-type biogenesis protein; similar to E. coli heme exporter protein B, cytochrome c-type biogenesis protein (AAC75260.1); Blastp hit to AAC75260.1 (220 aa), 84% identity in aa 2 - 220	1
AE006468	AAL21156.1	ABC superfamily (membrane) heme exporter protein	cytochrome c-type biogenesis protein; similar to E. coli ATP binding protein of heme exporter A (AAC75261.1); Blastp hit to AAC75261.1 (205 aa), 79% identity in aa 1 - 200	1
AE006468	AAL21157.1	periplasmic nitrate reductase	cytochrome c-type biogenesis protein; similar to E. coli cytochrome c-type protein (AAC75262.1); Blastp hit to AAC75262.1 (200 aa), 88% identity in aa 1 - 200	1
AE006468	AAL21158.1	periplasmic small subunit nitrate reductase of cytochrome C550	complexes with NapA; similar to E. coli cytochrome c-type protein (AAC75263.1); Blastp hit to AAC75263.1 (156 aa), 91% identity in aa 8 - 156	1
AE006468	AAL21159.1	ferredoxin-type protein	electron transfer; similar to E. coli ferredoxin-type protein: electron transfer (AAC75264.1); Blastp hit to AAC75264.1 (287 aa), 88% identity in aa 1 - 280	1
AE006468	AAL21160.1	ferredoxin-type protein	electron transfer; similar to E. coli ferredoxin-type protein: electron transfer (AAC75265.1); Blastp hit to AAC75265.1 (231 aa), 94% identity in aa 1 - 231	1
AE006468	AAL21161.1	periplasmic large subunit nitrate reductase	complexes with NapB; similar to E. coli probable nitrate reductase 3 (AAC75266.1); Blastp hit to AAC75266.1 (828 aa), 94% identity in aa 1 - 828	1
AE006468	AAL21162.1	periplasmic nitrate reductase	similar to E. coli orf, hypothetical protein (AAC75267.1); Blastp hit to AAC75267.1 (87 aa), 81% identity in aa 1 - 87	1
AE006468	AAL21163.1	ferredoxin-type protein	electron transfer; similar to E. coli ferredoxin-type protein: electron transfer (AAC75268.1); Blastp hit to AAC75268.1 (164 aa), 76% identity in aa 3 - 164	1
AE006468	AAL21164.1	ecotin	serine protease inhibitor; similar to E. coli ecotin, a serine protease inhibitor (AAC75269.1); Blastp hit to AAC75269.1 (162 aa), 79% identity in aa 1 - 162	1
AE006468	AAL21165.1	putative ABC-type multidrug/protein/lipid transport system	ATPase component; similar to E. coli putative ATP-binding component of a transport system (AAC75271.1); Blastp hit to AAC75271.1 (547 aa), 90% identity in aa 1 - 547	1
AE006468	AAL21166.1	DNA repair system specific for alkylated DNA	alkylated DNA repair protein ALKB. (SW:ALKB_SALTY)	1
AE006468	AAL21167.1	O6-methylguanine-DNA methyltransferase	bifunctional; ADA regulatory protein (regulatory protein of adaptative response). (SW:ADA_SALTY); AraC/Xyl family transcription activator/repressor	1
AE006468	AAL21168.1	putative thiamine biosynthesis lipoprotein	thiamine biosynthesis lipoprotein APBE precursor. (SW:APBE_SALTY)	1
AE006468	AAL21169.1	outer membrane protein 1b (ib;c)	porin; outer membrane protein C precursor (porin OMPC). (SW:OMPC_SALTY)	1
AE006468	AAL21170.1	putative sensor/kinase in regulatory system	similar to E. coli putative 2-component sensor protein (AAC75276.1); Blastp hit to AAC75276.1 (890 aa), 85% identity in aa 1 - 890	1
AE006468	AAL21171.1	LuxR/UhpA family response regulator in two-component regulatory system with RcsC	positive regulator; similar to E. coli positive response regulator for colanic capsule biosynthesis, (sensor, RcsC) (AAC75277.1); Blastp hit to AAC75277.1 (216 aa), 99% identity in aa 1 - 216	1
AE006468	AAL21172.1	sensory histidine kinase in two-component regulatory system with RcsB	regulates colanic capsule biosynthesis; similar to E. coli sensor for ctr capsule biosynthesis, probable histidine kinase acting on RcsB (AAC75278.1); Blastp hit to AAC75278.1 (933 aa), 89% identity in aa 1 - 931	1
AE006468	AAL21173.1	DNA gyrase, subunit A	type II topoisomerase; similar to E. coli DNA gyrase, subunit A, type II topoisomerase (AAC75291.1); Blastp hit to AAC75291.1 (875 aa), 91% identity in aa 1 - 875	1
AE006468	AAL21174.1	putative dehydratase protein	similar to E. coli starvation sensing protein (AAC74653.1); Blastp hit to AAC74653.1 (404 aa), 30% identity in aa 198 - 384, 36% identity in aa 1 - 120	1
AE006468	AAL21175.1	putative permease	similar to E. coli putative transport protein (AAC75306.1); Blastp hit to AAC75306.1 (442 aa), 30% identity in aa 18 - 428	1
AE006468	AAL21176.1	putative gntR family regulatory protein	similar to E. coli orf, hypothetical protein (AAC74613.1); Blastp hit to AAC74613.1 (228 aa), 25% identity in aa 13 - 217	1
AE006468	AAL21177.1	3-demethylubiquinone-9 3-methyltransferase	3-demethylubiquinone-9 3-methyltransferase. (SW:UBIG_SALTY); 2-octaprenyl-6-hydroxy phenol methylase	1
AE006468	AAL21178.1	ribonucleoside diphosphate reductase 1, alpha subunit	ribonucleoside-diphosphate reductase 1 alpha chain. (SW:RIR1_SALTY)	1
AE006468	AAL21179.1	ribonucleoside-diphosphate reductase 1, beta subunit	ribonucleoside-diphosphate reductase 1 beta chain. (SW:RIR2_SALTY)	1
AE006468	AAL21180.1	putative ferredoxin	similar to E. coli orf, hypothetical protein (AAC75296.1); Blastp hit to AAC75296.1 (84 aa), 96% identity in aa 1 - 84	1
AE006468	AAL21181.1	putative permease	similar to E. coli putative transport (AAC76498.1); Blastp hit to AAC76498.1 (419 aa), 26% identity in aa 31 - 407	1
AE006468	AAL21182.1	putative LysR family transcriptional regulator	similar to E. coli orf, hypothetical protein (AAC75298.1); Blastp hit to AAC75298.1 (68 aa), 80% identity in aa 1 - 66	1
AE006468	AAL21183.1	periplasmic glycerophosphodiester phosphodiesterase	similar to E. coli glycerophosphodiester phosphodiesterase, periplasmic (AAC75299.1); Blastp hit to AAC75299.1 (358 aa), 89% identity in aa 1 - 357	1
AE006468	AAL21184.1	MFS family, sn-glycerol-3-phosphate transport protein	similar to E. coli sn-glycerol-3-phosphate permease (AAC75300.1); Blastp hit to AAC75300.1 (452 aa), 96% identity in aa 1 - 452	1
AE006468	AAL21185.1	sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit	similar to E. coli sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit (AAC75301.1); Blastp hit to AAC75301.1 (542 aa), 92% identity in aa 1 - 542	1
AE006468	AAL21186.1	sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit	similar to E. coli sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit (AAC75302.1); Blastp hit to AAC75302.1 (419 aa), 81% identity in aa 1 - 419	1
AE006468	AAL21187.1	sn-glycerol-3-phosphate dehydrogenase (anaerobic), K-small subunit	similar to E. coli sn-glycerol-3-phosphate dehydrogenase (anaerobic), K-small subunit (AAC75303.1); Blastp hit to AAC75303.1 (396 aa), 94% identity in aa 1 - 395	1
AE006468	AAL21188.1	putative cytoplasmic protein	similar to E. coli putative sulfatase / phosphatase (AAC75329.1); Blastp hit to AAC75329.1 (403 aa), 30% identity in aa 27 - 294, 29% identity in aa 297 - 363	1
AE006468	AAL21189.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC75309.1); Blastp hit to AAC75309.1 (400 aa), 83% identity in aa 342 - 397	1
AE006468	AAL21190.1	putative 2,4-dihydoxyhept-2-ene-1,7-dioic acid aldolase	similar to E. coli orf, hypothetical protein (AAC75305.1); Blastp hit to AAC75305.1 (267 aa), 87% identity in aa 1 - 267	1
AE006468	AAL21191.1	putative MFS family transport protein	similar to E. coli putative transport protein (AAC75306.1); Blastp hit to AAC75306.1 (442 aa), 91% identity in aa 14 - 442	1
AE006468	AAL21192.1	putative galactonate dehydratase	similar to E. coli putative racemase (AAC75307.1); Blastp hit to AAC75307.1 (405 aa), 96% identity in aa 1 - 405	1
AE006468	AAL21193.1	putative transcriptional regulator	similar to E. coli putative regulator (AAC75308.1); Blastp hit to AAC75308.1 (260 aa), 87% identity in aa 1 - 260	1
AE006468	AAL21194.1	putative nucleotide-utilizing enzyme related to molybdopterin-biosynthesis	similar to E. coli orf, hypothetical protein (AAC75309.1); Blastp hit to AAC75309.1 (400 aa), 88% identity in aa 1 - 397	1
AE006468	AAL21195.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC75310.1); Blastp hit to AAC75310.1 (187 aa), 86% identity in aa 8 - 187	1
AE006468	AAL21196.1	putative NTP pyrophosphohydrolases including oxidative damage repair enzymes	similar to E. coli orf, hypothetical protein (AAC75311.1); Blastp hit to AAC75311.1 (141 aa), 87% identity in aa 1 - 141	1
AE006468	AAL21197.1	aluminum inducible protein	similar to E. coli protein induced by aluminum (AAC75312.1); Blastp hit to AAC75312.1 (200 aa), 68% identity in aa 1 - 198	1
AE006468	AAL21198.1	putative DegT/DnrJ/EryC1/StrS family	similar to E. coli putative enzyme (AAC75313.1); Blastp hit to AAC75313.1 (390 aa), 82% identity in aa 6 - 390	1
