ICTV_ID	Isolate_ID	Exemplar_Additional	Accession_Index	Segment_Name	Accession	Start_Loc	End_Loc	Sort	Isolate_Sort	Original_GENBANK_Accessions	Errors	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Virus_Names
ICTV20042009	VMR1012711	A	5	Seg5	AY317103			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV20042009	VMR1012711	A	6	Seg6	AY317104			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV20042009	VMR1012711	A	7	Seg7	AY317105			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV20042009	VMR1012711	A	8	Seg8	AY317106			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV20042009	VMR1012711	A	9	Seg9	AY317107			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV20042009	VMR1012711	A	10	Seg10	AY317108			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV20042009	VMR1012711	A	11	Seg11	AY317109			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV20042009	VMR1012711	A	12	Seg12	AY317110			8652	2	Seg1: AY317099; Seg2: AY317100; Seg3: AY317101; Seg4: AY317102; Seg5: AY317103; Seg6: AY317104; Seg7: AY317105; Seg8: AY317106; Seg9: AY317107; Seg10: AY317108; Seg11: AY317109; Seg12: AY317110		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	Liao ning virus
ICTV19901116	VMR1008463	E	1	Seg1	AF403398			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	2	Seg2	AF403399			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	3	Seg3	AF403400			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	4	Seg4	AF403401			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	5	Seg5	AF403402			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	6	Seg6	AF403403			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	7	Seg7	AF403404			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	8	Seg8	AF403405			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	9	Seg9	AF403406			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	10	Seg10	AF403407			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1008463	E	11	Seg11	AF403408			8653	1	Seg1: AF403398; Seg2: AF403399; Seg3: AF403400; Seg4: AF403401; Seg5: AF403402; Seg6: AF403403; Seg7: AF403404; Seg8: AF403405; Seg9: AF403406; Seg10: AF403407; Seg11: AF403408		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	golden shiner reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	1	Seg1-3	AH009795			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	2	Seg4	AF403390			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	3	Seg5	AF403391			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	4	Seg6	AF403392			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	5	Seg7	AF403393			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	6	Seg8	AF403394			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	7	Seg9	AF403395			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	8	Seg10	AF403396			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV19901116	VMR1012713	A	9	Seg11	AF403397			8653	2	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ctenopharyngodontis	grass carp reovirus; aquareovirus C
ICTV20084724	VMR1008467	E	1	Seg1	EF589098			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	2	Seg2	EF589099			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	3	Seg3	EF589100			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	4	Seg4	EF589101			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	5	Seg5	EF589102			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	6	Seg6	EF589103			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	7	Seg7	EF589104			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	8	Seg8	EF589105			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	9	Seg9	EF589106			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	10	Seg10	EF589107			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV20084724	VMR1008467	E	11	Seg11	EF589108			8654	1	Seg1: EF589098; Seg2: EF589099; Seg3: EF589100; Seg4: EF589101; Seg5: EF589102; Seg6: EF589103; Seg7: EF589104; Seg8: EF589105; Seg9: EF589106; Seg10: EF589107; Seg11: EF589108		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus graminis	American grass carp reovirus; aquareovirus G
ICTV19901114	VMR1008464	E	1		nan			8655	1			Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus ictaluri	channel catfish reovirus; aquareovirus D
ICTV19991539	VMR1008466	E	1		nan			8656	1			Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus maculosi	chum salmon reovirus; aquareovirus F
ICTV19951999	VMR1008462	E	1	Seg1	KC588376			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	2	Seg2	KC588377			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	3	Seg3	KC588378			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	4	Seg5	KC588379			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	5	Seg6	KC588380			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	6	Seg7	KC588381			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	7	Seg8	KC588382			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	8	Seg9	KC588383			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	9	Seg10	KC588384			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951999	VMR1008462	E	10	Seg11	KC588385			8657	1	Seg1: KC588376; Seg2: KC588377; Seg3: KC588378; Seg5: KC588379; Seg6: KC588380; Seg7: KC588381; Seg8: KC588382; Seg9: KC588383; Seg10: KC588384; Seg11: KC588385		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus oncorhynchi	Green River chinook virus; aquareovirus B
ICTV19951998	VMR1008461	E	1	Seg1	AF418294			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	2	Seg2	AF418295			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	3	Seg3	AF418296			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	4	Seg4	AF418297			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	5	Seg5	AF418298			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	6	Seg6	AF418299			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	7	Seg7	AF418300			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	8	Seg8	AF418301			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	9	Seg9	AF418302			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
ICTV19951998	VMR1008461	E	10	Seg10	AF418303			8658	1	Seg1: AF418294; Seg2: AF418295; Seg3: AF418296; Seg4: AF418297; Seg5: AF418298; Seg6: AF418299; Seg7: AF418300; Seg8: AF418301; Seg9: AF418302; Seg10: AF418303; Seg11: AF418304		Riboviria		Orthornavirae		Duplornaviricota		Resentoviricetes		Reovirales		Spinareoviridae		Aquareovirus		Aquareovirus salmonis	chum salmon reovirus; aquareovirus A
